Dysbiosis_score,LPS_score,Pathogen_score,Protease_score,BVIPS,Cluster,BVIPS_100,Inflammatory_Endotype
0.4063954831372646,0.7543193800493615,0.7015179590169096,0.7692727390741347,0.6578763903194176,3,50.91505678566147,Medium
1.2089677715202787,1.3772184397402882,1.3148836493451752,1.4241929763208745,1.331315709231654,1,73.48591719163251,High
-0.8135128294750921,-0.4859333163341385,-0.4423014512728039,-0.650333590278992,-0.5980202968402566,2,8.822669225058316,Low
-0.6131209619494039,0.013378192222763036,0.1360737792691542,0.0026104176369932544,-0.11526464320512335,3,25.00261322653398,Medium
2.2376831299325297,2.1013368291659242,2.0264514804253593,2.1241591790272905,2.122407654637776,1,100.0,High
0.18942806696640274,-0.6902163461162399,-0.8350419770559824,-0.7134467269637718,-0.5123192457923978,2,11.695008878422549,Low
-1.2795398043190613,-0.6568049615090996,-0.7445304078138691,-0.6847664851497549,-0.8414104146979462,2,0.6652536716687578,Low
-0.9875137044710622,-0.6739092568464824,-0.7668302978414103,-0.671238585120225,-0.774872961069795,2,2.8953099446460264,Low
-1.0111244853247034,-0.61157744133006,-0.5769776571689247,-0.5102888972253073,-0.6774921202622488,2,6.159107145607578,Low
-1.1549675040516483,-0.6536398982634871,-0.6962812291463906,-0.6997116686313385,-0.8011500750232161,2,2.0146113363847,Low
-0.9609665598970999,-0.6258890595631593,-0.7131291390525335,-0.6437812430030456,-0.7359415003789596,2,4.200129161428215,Low
-1.3412243928918264,-0.6794650874321707,-0.7365333771670375,-0.6878146190045281,-0.8612593691238906,2,0.0,Low
-0.6269927064448245,-0.675602568500988,-0.7456544764811762,-0.694611434587233,-0.6857152965035554,2,5.883500780158016,Low
-1.129170576431987,-0.6116355513562571,-0.6476431088618254,-0.5251346930344248,-0.7283959824211236,2,4.453023264481406,Low
